BENE_SEX_IDENT_CD,BENE_AGE_CAT_CD,CC_ALZHDMTA,CC_CANCER,CC_CHF,CC_CHRNKIDN,CC_COPD,CC_DEPRESSN,CC_DIABETES,CC_ISCHMCHT,CC_OSTEOPRS,CC_RA_OA,CC_STRKETIA,CC_2_OR_MORE,DUAL_STUS,BENE_COUNT_PA_EQ_12,AVE_PA_PAY_PA_EQ_12,AVE_IP_PAY_PA_EQ_12,AVE_SNF_PAY_PA_EQ_12,AVE_OTH_PAY_PA_EQ_12,AVE_IP_ADM_PA_EQ_12,AVE_SNF_DAYS_PA_EQ_12,BENE_COUNT_PB_EQ_12,AVE_PB_PAY_PB_EQ_12,AVE_CA_PAY_PB_EQ_12,AVE_OP_PAY_PB_EQ_12,AVE_OTH_PAY_PB_EQ_12,AVE_CA_VST_PB_EQ_12,AVE_OP_VST_PB_EQ_12,BENE_COUNT_PD_EQ_12,AVE_PDE_CST_PD_EQ_12,AVE_PDE_PD_EQ_12,Plan_A_Total_Cost,Plan_B_Total_Cost,Plan_D_Total_Cost
1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,104.0,39495.0,29516.0,7376.0,2603.0,2.625,20.087,105.0,16946.0,7507.0,4156.0,5283.0,12.267000000000001,10.770999999999999,104.0,7282.0,105.76,39495.0,16946.0,7282.0
1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,139.0,43397.0,36114.0,5234.0,2049.0,2.108,12.619000000000002,134.0,15654.0,8351.0,4280.0,3023.0,12.835999999999999,10.193999999999999,60.0,4443.0,62.7,43397.0,15654.0,4443.0
1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,68.0,46260.0,35606.0,8113.0,2541.0,2.3680000000000003,25.956,68.0,18255.0,8025.0,5744.0,4486.0,10.824000000000002,13.456,68.0,6913.0,107.456,46260.0,18255.0,6913.0
1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,38.0,37438.0,24923.0,3884.5305490458654,1405.2687479075996,1.868,10.00132281553398,40.0,16441.0,8578.0,3444.0,4419.0,12.125,8.475,41.0,9648.0,114.29299999999999,30212.799296953468,16441.0,9648.0
1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1330.0,43836.0,37269.0,4354.0,2213.0,2.784,10.662,1314.0,20305.0,10542.0,6518.0,3245.0,18.288,12.399000000000001,562.0,4806.0,75.381,43836.0,20305.0,4806.0
1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,537.0,49929.0,38829.0,9006.0,2094.0,3.013,25.026,550.0,24583.0,11747.0,8273.0,4563.0,12.629000000000001,13.507,548.0,7688.0,113.285,49929.0,24583.0,7688.0
1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,182.0,58054.0,47128.0,7532.0,3394.0,3.698,17.659000000000002,179.0,24959.0,14040.0,7289.0,3630.0,19.218,13.027999999999999,82.0,3810.0,64.439,58054.0,24959.0,3810.0
1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,103.0,77089.0,56842.0,17886.0,2361.0,4.0969999999999995,47.282,105.0,30330.0,16332.0,9309.0,4689.0,11.162,15.01,97.0,7337.0,111.21600000000001,77089.0,30330.0,7337.0
1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,563.0,46733.0,37846.0,6110.0,2777.0,3.302,15.064,563.0,21700.0,11512.0,5533.0,4655.0,21.316,13.707,254.0,5709.0,86.70100000000001,46733.0,21700.0,5709.0
1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,355.0,45207.0,34860.0,8374.0,1973.0,3.177,23.127,356.0,24325.0,11317.0,6699.0,6309.0,16.348,13.702,350.0,8654.0,124.60600000000001,45207.0,24325.0,8654.0
1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,86.0,57727.0,48220.0,6493.0,3014.0,4.023,15.698,86.0,24338.0,13655.0,6202.0,4481.0,21.174,12.628,39.0,5062.0,82.87200000000001,57727.0,24338.0,5062.0
1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,78.0,56324.0,41817.0,12675.0,1832.0,4.064,33.41,80.0,31861.0,14912.0,9338.0,7611.0,16.113,13.525,81.0,9223.0,133.358,56324.0,31861.0,9223.0
1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,47.0,57480.0,44464.0,10747.0,2269.0,3.8510000000000004,32.277,49.0,24840.0,13014.0,6100.0,5726.0,14.694,14.878,47.0,9159.0,126.319,57480.0,24840.0,9159.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62557.0,1113.0,1039.0,16.0,58.0,0.11900000000000001,0.034,61517.0,5518.0,3678.0,1712.0,128.0,7.744,3.734,25777.0,1296.0,17.649,1113.0,5518.0,1296.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2874.0,2342.0,1919.0,150.0,273.0,0.182,0.423,2978.0,6903.0,4075.0,2514.0,314.0,7.688,5.8020000000000005,3168.0,2074.0,27.253,2342.0,6903.0,2074.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,820.0,4632.0,4123.0,332.0,177.0,0.501,0.754,808.0,8472.0,5484.0,2651.0,337.0,11.23,5.942,328.0,1911.0,25.232,4632.0,8472.0,1911.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,58.0,5072.0,12013.079511329512,3884.5305490458654,1405.2687479075996,1.1633698471198473,10.00132281553398,60.0,10025.0,5111.0,3860.0,1054.0,9.0,7.65,65.0,2440.0,36.292,17302.878808282978,10025.0,2440.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,9727.0,2846.0,2533.0,136.0,177.0,0.248,0.264,9697.0,6579.0,4444.0,1913.0,222.0,10.616,4.68,4069.0,1533.0,22.366,2846.0,6579.0,1533.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,508.0,2954.0,2446.0,3884.5305490458654,1405.2687479075996,0.23600000000000002,10.00132281553398,527.0,8261.0,4749.0,2644.0,868.0,11.34,6.882000000000001,554.0,2231.0,36.884,7735.799296953464,8261.0,2231.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,155.0,7875.0,6740.0,3884.5305490458654,1405.2687479075996,0.6970000000000001,10.00132281553398,155.0,9399.0,6049.0,2758.0,592.0,14.315999999999999,6.593999999999999,69.0,2050.0,35.159,12029.799296953464,9399.0,2050.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2076.0,1449.0,1332.0,35.0,82.0,0.129,0.075,2053.0,7002.0,4820.0,1994.0,188.0,10.299000000000001,4.619,896.0,1882.0,22.105,1449.0,7002.0,1882.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,112.0,1690.0,12013.079511329512,3884.5305490458654,1405.2687479075996,1.1633698471198473,10.00132281553398,122.0,6033.0,4010.0,1787.0,236.0,10.335999999999999,5.434,127.0,3556.0,34.52,17302.878808282978,6033.0,3556.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,565.0,3321.0,2916.0,220.0,185.0,0.29,0.5589999999999999,565.0,8162.0,5506.0,2413.0,243.0,13.724,5.989,265.0,2616.0,29.116999999999997,3321.0,8162.0,2616.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,40.0,16815.438973348926,12013.079511329512,3884.5305490458654,1405.2687479075996,1.1633698471198473,10.00132281553398,43.0,9172.0,5705.0,2004.0,1463.0,13.209000000000001,6.791,42.0,6501.0,46.095,17302.878808282978,9172.0,6501.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,22355.0,2247.0,2146.0,24.0,77.0,0.22,0.057999999999999996,22160.0,7230.0,4784.0,2285.0,161.0,10.297,4.791,9757.0,2016.0,26.351,2247.0,7230.0,2016.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,829.0,4511.0,3850.0,201.0,460.0,0.35200000000000004,0.53,858.0,8305.0,5237.0,2511.0,557.0,11.196,6.403,891.0,2976.0,39.836,4511.0,8305.0,2976.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,569.0,7490.0,6829.0,429.0,232.0,0.721,1.0070000000000001,566.0,9814.0,6281.0,3246.0,287.0,13.276,7.0120000000000005,244.0,2288.0,28.754,7490.0,9814.0,2288.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,39.0,7074.0,12013.079511329512,3884.5305490458654,1405.2687479075996,1.1633698471198473,10.00132281553398,40.0,8494.0,4964.0,3174.529415358299,2181.733154132812,14.075,8.274396908791008,41.0,2843.0,46.585,17302.878808282978,10320.262569491111,2843.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4207.0,4234.0,3828.0,186.0,220.0,0.366,0.368,4194.0,8380.0,5642.0,2459.0,279.0,13.702,5.722,1894.0,2236.0,31.014,4234.0,8380.0,2236.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,249.0,3792.0,3313.0,3884.5305490458654,1405.2687479075996,0.33299999999999996,10.00132281553398,260.0,10575.0,6306.0,2747.0,1522.0,14.192,6.327000000000001,267.0,3402.0,49.292,8602.799296953464,10575.0,3402.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,111.0,7848.0,12013.079511329512,3884.5305490458654,1405.2687479075996,1.1633698471198473,10.00132281553398,111.0,12265.0,7158.0,4338.0,769.0,16.396,8.207,50.0,2550.0,36.72,17302.878808282978,12265.0,2550.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,891.0,2892.0,2674.0,3884.5305490458654,1405.2687479075996,0.24100000000000002,10.00132281553398,884.0,9523.0,6273.0,3094.0,156.0,13.387,5.294,398.0,2980.0,29.09,7963.799296953464,9523.0,2980.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,37.0,16815.438973348926,12013.079511329512,3884.5305490458654,1405.2687479075996,1.1633698471198473,10.00132281553398,42.0,9278.0,5429.0,3174.529415358299,2181.733154132812,13.738,8.274396908791008,45.0,3534.0,43.756,17302.878808282978,10785.262569491111,3534.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,281.0,3815.0,3447.0,244.0,124.0,0.306,0.537,281.0,10885.0,7725.0,2855.0,305.0,16.847,6.757999999999999,135.0,2694.0,32.667,3815.0,10885.0,2694.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,33.0,16815.438973348926,12013.079511329512,3884.5305490458654,1405.2687479075996,1.1633698471198473,10.00132281553398,35.0,10561.0,7715.0,3174.529415358299,2181.733154132812,17.914,8.274396908791008,35.0,4887.0,56.971000000000004,17302.878808282978,13071.262569491111,4887.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,17186.0,1200.0,1105.0,29.0,66.0,0.125,0.064,16996.0,6071.0,4034.0,1751.0,286.0,9.282,4.138999999999999,7201.0,2185.0,30.881999999999998,1200.0,6071.0,2185.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1191.0,2177.0,1787.0,193.0,197.0,0.179,0.505,1258.0,7055.0,4317.0,2163.0,575.0,9.362,5.939,1326.0,3313.0,45.988,2177.0,7055.0,3313.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,286.0,7669.0,6661.0,3884.5305490458654,1405.2687479075996,0.58,10.00132281553398,286.0,8511.0,5458.0,2423.0,630.0,12.042,5.825,111.0,2657.0,36.514,11950.799296953464,8511.0,2657.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,35.0,8004.0,12013.079511329512,3884.5305490458654,1405.2687479075996,1.1633698471198473,10.00132281553398,35.0,12133.0,8888.0,2096.0,1149.0,12.743,6.6,41.0,3940.0,63.56100000000001,17302.878808282978,12133.0,3940.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2717.0,2999.0,2622.0,201.0,176.0,0.251,0.377,2714.0,7443.0,4962.0,2077.0,404.0,12.325999999999999,5.099,1126.0,2204.0,34.654,2999.0,7443.0,2204.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,252.0,2425.0,2109.0,3884.5305490458654,1405.2687479075996,0.21,10.00132281553398,265.0,9527.0,5452.0,2500.0,1575.0,12.257,6.023,281.0,3846.0,53.317,7398.799296953464,9527.0,3846.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,62.0,10154.0,12013.079511329512,3884.5305490458654,1405.2687479075996,1.1633698471198473,10.00132281553398,62.0,9396.0,5728.0,2669.0,999.0,14.402999999999999,5.871,30.0,3012.0,50.733000000000004,17302.878808282978,9396.0,3012.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,590.0,1391.0,12013.079511329512,3884.5305490458654,1405.2687479075996,1.1633698471198473,10.00132281553398,586.0,7227.0,5039.0,1909.0,279.0,12.229000000000001,4.84,245.0,3120.0,34.722,17302.878808282978,7227.0,3120.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,57.0,16815.438973348926,12013.079511329512,3884.5305490458654,1405.2687479075996,1.1633698471198473,10.00132281553398,60.0,8508.0,5597.0,2244.0,667.0,12.0,6.3,59.0,4390.0,51.153,17302.878808282978,8508.0,4390.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,182.0,3195.0,2709.0,3884.5305490458654,1405.2687479075996,0.242,10.00132281553398,183.0,8743.0,6247.0,1914.0,582.0,14.219000000000001,5.612,76.0,2563.0,34.842,7998.799296953464,8743.0,2563.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,10379.0,2512.0,2339.0,63.0,110.0,0.235,0.15,10308.0,8174.0,5335.0,2470.0,369.0,12.069,5.307,4385.0,2853.0,37.514,2512.0,8174.0,2853.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,687.0,3927.0,3553.0,3884.5305490458654,1405.2687479075996,0.317,10.00132281553398,724.0,8928.0,5402.0,2738.0,788.0,12.144,6.507000000000001,760.0,4295.0,60.681999999999995,8842.799296953464,8928.0,4295.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,339.0,7715.0,7388.0,3884.5305490458654,1405.2687479075996,0.746,10.00132281553398,337.0,9978.0,6633.0,2875.0,470.0,14.739,6.935,154.0,3338.0,40.181999999999995,12677.799296953464,9978.0,3338.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,33.0,6662.0,12013.079511329512,3884.5305490458654,1405.2687479075996,1.1633698471198473,10.00132281553398,35.0,10063.0,5742.0,2859.0,1462.0,13.0,8.113999999999999,36.0,5890.0,64.0,17302.878808282978,10063.0,5890.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2004.0,4832.0,4303.0,235.0,294.0,0.39899999999999997,0.47700000000000004,2003.0,9819.0,6493.0,2792.0,534.0,15.338,6.0489999999999995,881.0,2810.0,41.353,4832.0,9819.0,2810.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,230.0,4939.0,4444.0,3884.5305490458654,1405.2687479075996,0.426,10.00132281553398,243.0,10998.0,6580.0,2394.0,2024.0,16.984,5.9879999999999995,251.0,5726.0,70.637,9733.799296953464,10998.0,5726.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,86.0,11144.0,9514.0,3884.5305490458654,1405.2687479075996,0.988,10.00132281553398,86.0,11146.0,6791.0,2678.0,1677.0,17.663,6.895,38.0,2728.0,48.288999999999994,14803.799296953464,11146.0,2728.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,417.0,2655.0,2501.0,3884.5305490458654,1405.2687479075996,0.228,10.00132281553398,417.0,10110.0,7346.0,2429.0,335.0,14.765,5.391,189.0,2972.0,36.878,7790.799296953464,10110.0,2972.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,39.0,16815.438973348926,12013.079511329512,3884.5305490458654,1405.2687479075996,1.1633698471198473,10.00132281553398,45.0,10375.0,6716.0,3166.0,493.0,16.422,5.577999999999999,46.0,6561.0,69.76100000000001,17302.878808282978,10375.0,6561.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,174.0,4082.0,3418.0,3884.5305490458654,1405.2687479075996,0.31,10.00132281553398,174.0,11159.0,7282.0,2880.0,997.0,19.160999999999998,7.063,85.0,2718.0,37.435,8707.799296953464,11159.0,2718.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2472.0,3082.0,2685.0,177.0,220.0,0.28600000000000003,0.377,2441.0,7691.0,4691.0,2716.0,284.0,10.872,5.976,1115.0,2130.0,29.355999999999998,3082.0,7691.0,2130.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,192.0,5767.0,4198.0,3884.5305490458654,1405.2687479075996,0.42700000000000005,10.00132281553398,206.0,9395.0,4981.0,3717.0,697.0,9.112,7.66,213.0,3606.0,45.343,9487.799296953464,9395.0,3606.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,72.0,13438.0,12013.079511329512,3884.5305490458654,1405.2687479075996,1.1633698471198473,10.00132281553398,71.0,15235.0,10549.0,3593.0,1093.0,13.845,7.732,32.0,2540.0,38.469,17302.878808282978,15235.0,2540.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,620.0,5396.0,4573.0,418.0,405.0,0.45299999999999996,0.9309999999999999,620.0,9692.0,6008.0,3146.0,538.0,14.220999999999998,6.593999999999999,288.0,2484.0,35.243,5396.0,9692.0,2484.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,44.0,3378.0,12013.079511329512,3884.5305490458654,1405.2687479075996,1.1633698471198473,10.00132281553398,47.0,13513.0,7208.0,4417.0,1888.0,12.936,7.894,50.0,3246.0,55.78,17302.878808282978,13513.0,3246.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,125.0,3168.0,12013.079511329512,3884.5305490458654,1405.2687479075996,1.1633698471198473,10.00132281553398,123.0,9002.0,6366.0,2363.0,273.0,12.407,6.007999999999999,56.0,3014.0,31.410999999999998,17302.878808282978,9002.0,3014.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1154.0,4772.0,4281.0,186.0,305.0,0.445,0.436,1144.0,11067.0,6625.0,3833.0,609.0,14.275,7.252999999999999,484.0,2669.0,38.13,4772.0,11067.0,2669.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,81.0,5648.0,12013.079511329512,3884.5305490458654,1405.2687479075996,1.1633698471198473,10.00132281553398,87.0,9562.0,5829.0,2996.0,737.0,13.793,6.287000000000001,91.0,4383.0,63.066,17302.878808282978,9562.0,4383.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,68.0,13607.0,11146.0,3884.5305490458654,1405.2687479075996,1.206,10.00132281553398,67.0,16097.0,8437.0,6915.0,745.0,19.284000000000002,13.537,34.0,2533.0,42.618,16435.799296953464,16097.0,2533.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,351.0,9985.0,8505.0,778.0,702.0,0.8290000000000001,1.604,350.0,11165.0,7484.0,3080.0,601.0,17.154,7.794,165.0,2885.0,40.218,9985.0,11165.0,2885.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,41.0,16815.438973348926,12013.079511329512,3884.5305490458654,1405.2687479075996,1.1633698471198473,10.00132281553398,45.0,11374.0,6253.0,3155.0,1966.0,17.733,7.978,46.0,4927.0,66.17399999999999,17302.878808282978,11374.0,4927.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,60.0,5320.0,12013.079511329512,3884.5305490458654,1405.2687479075996,1.1633698471198473,10.00132281553398,60.0,11325.0,6699.0,3757.0,869.0,14.117,6.382999999999999,34.0,2314.0,36.705999999999996,17302.878808282978,11325.0,2314.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,731.0,3308.0,2787.0,232.0,289.0,0.29,0.531,730.0,10090.0,6036.0,3310.0,744.0,12.59,6.962999999999999,340.0,2962.0,42.635,3308.0,10090.0,2962.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,87.0,4062.0,12013.079511329512,3884.5305490458654,1405.2687479075996,1.1633698471198473,10.00132281553398,89.0,9648.0,4865.0,3223.0,1560.0,11.629000000000001,8.719,88.0,5754.0,63.852,17302.878808282978,9648.0,5754.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,198.0,4919.0,4204.0,3884.5305490458654,1405.2687479075996,0.449,10.00132281553398,198.0,8943.0,5437.0,2449.0,1057.0,15.354000000000001,7.359,90.0,3390.0,45.68899999999999,9493.799296953464,8943.0,3390.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,37.0,6870.0,12013.079511329512,3884.5305490458654,1405.2687479075996,1.1633698471198473,10.00132281553398,37.0,15568.0,8932.0,3232.0,3404.0,18.757,7.513999999999999,38.0,4766.0,76.184,17302.878808282978,15568.0,4766.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,558.0,5746.0,4978.0,354.0,414.0,0.48,0.905,554.0,10793.0,6868.0,3156.0,769.0,15.56,7.247000000000001,233.0,3564.0,48.897,5746.0,10793.0,3564.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,74.0,5397.0,12013.079511329512,3884.5305490458654,1405.2687479075996,1.1633698471198473,10.00132281553398,79.0,10460.0,4708.0,4246.0,1506.0,14.582,8.19,78.0,6043.0,82.57700000000001,17302.878808282978,10460.0,6043.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,183.0,8455.0,7057.0,808.0,590.0,0.7490000000000001,1.689,183.0,14113.0,7938.0,4653.0,1522.0,19.191,8.896,79.0,3481.0,50.0,8455.0,14113.0,3481.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,54.0,8539.0,12013.079511329512,3884.5305490458654,1405.2687479075996,1.1633698471198473,10.00132281553398,57.0,13806.0,7904.0,2215.0,3687.0,19.14,7.579,57.0,6722.0,88.38600000000001,17302.878808282978,13806.0,6722.0
1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4808.0,4781.0,4342.0,129.0,310.0,0.446,0.302,4701.0,10532.0,6513.0,3440.0,579.0,12.148,6.4910000000000005,1996.0,2578.0,28.69,4781.0,10532.0,2578.0
1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,637.0,6550.0,5352.0,456.0,742.0,0.579,1.1520000000000001,647.0,10359.0,5774.0,3701.0,884.0,10.787,7.901,659.0,3692.0,40.155,6550.0,10359.0,3692.0
1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,121.0,13901.0,11240.0,1283.0,1378.0,1.083,2.198,120.0,16724.0,10103.0,5451.0,1170.0,14.008,8.808,46.0,2723.0,30.695999999999998,13901.0,16724.0,2723.0
1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,845.0,6412.0,5705.0,321.0,386.0,0.5920000000000001,0.647,846.0,12489.0,7915.0,3839.0,735.0,14.630999999999998,7.989,378.0,2611.0,35.325,6412.0,12489.0,2611.0
1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,117.0,5127.0,12013.079511329512,3884.5305490458654,1405.2687479075996,1.1633698471198473,10.00132281553398,122.0,10487.0,5212.0,2992.0,2283.0,13.123,7.861000000000001,131.0,3503.0,50.244,17302.878808282978,10487.0,3503.0
